"Latitude","Longitude","deviceSignalStrength","latencyAverage","downloadSpeed","uploadSpeed"
"39.44","-106.04",,,457.288,142.892
"39.44","-106.05",-82,207,,
"39.44","-106.07",,954.13,60,17.16
"39.44","-106.15",-72,125,,
"39.44","-107.17",-94,683.61,1493.45,499.08
"39.44","-107.25",-90.3333333333,,,
"39.44","-107.26",,136.9066666667,,
"39.44","-107.83",-113,,,
"39.44","-108.05",-76.5,980.5,101.92,144.55
"39.44","-108.06",-68,349.27,383.3,178.25
"39.45","-103.93",-83,167.53,437.49,675
"39.45","-104.44",,,76.29,54.9
"39.45","-104.56",,,202.15,324.1
"39.45","-104.68",,505.8,126.95,467.93
"39.45","-104.71",-91.6666666667,200.2,,
"39.45","-104.75",,,,
"39.45","-104.79",,,819.73,293.91
"39.45","-104.8",,,2391.52,2386.715
"39.45","-104.86",,,1481.135,492.215
"39.45","-104.87",,,,
"39.45","-104.89",,,308.85,687.56
"39.45","-104.9",,,1744.33,570.43
"39.45","-104.91",,,,
"39.45","-104.97",,,,
"39.45","-104.98",,,,
"39.45","-105.07",,1053.49,171.19,143.01
"39.45","-105.08",,116.46,770.34,772.38
"39.45","-105.38",-99,201.48,803.05,141.8
"39.45","-105.41",,225.1375,469.9325,354.115
"39.45","-105.42",-89,,,
"39.45","-105.43",,,,
"39.45","-105.63",-113,,,
"39.45","-105.64",-90.5,,,
"39.45","-105.65",-93,119,,
"39.45","-105.69",-101,,10.205,35.515
"39.45","-105.7",-95,189,,
"39.45","-105.71",-54,,602.61,266.25
"39.45","-105.72",-98.5,,,
"39.45","-106.03",,,,
"39.45","-106.06",,285.0133333333,,
"39.45","-106.07",,,,
"39.45","-106.08",,0,0,286.79
"39.45","-106.14",,,,
"39.45","-106.17",,665.78,136.65,50.9
"39.45","-107.15",-96,1485.17,814.62,147.33
"39.45","-107.22",-99,,0,0
"39.45","-107.26",-81.4545454545,,,
"39.45","-108.04",,193.91875,,
"39.45","-108.05",-95.3488372093,246.1230232558,,
"39.46","-103.67",,,159.97,384.92
"39.46","-104.57",-104,556.24,3771.19,279.7
"39.46","-104.59",,178.8,301.37,332.04
"39.46","-104.6",,126.28,,
"39.46","-104.61",-94,130,,
"39.46","-104.62",-86,98.76,339.09,107.44
"39.46","-104.64",-94,122,3767.59,3391.03
"39.46","-104.65",-91.5,678.745,,
"39.46","-104.66",-94,124,,
"39.46","-104.68",-94,118,,
"39.46","-104.69",,551.1525,706.255,266.5225
"39.46","-104.7",-94,115,,
"39.46","-104.73",-103,79,,
"39.46","-104.75",,152.3,,
"39.46","-104.77",-51,517.13,242.71,189.55
"39.46","-104.78",,,,
"39.46","-104.85",,,154.62,24.39
"39.46","-104.87",,,,
"39.46","-104.88",,,,
"39.46","-104.89",-77.5,281.65,12240.635,4229.065
"39.46","-104.9",,,,
"39.46","-104.91",,,,
"39.46","-104.98",,,,
"39.46","-105.01",,,394.29,251.38
"39.46","-105.06",-87,,,
"39.46","-105.08",,317.62,201.93,809.705
"39.46","-105.37",-94,141,10105.73,7725.73
"39.46","-105.38",-67.5,,,
"39.46","-105.39",,,,
"39.46","-105.4",,,,
"39.46","-105.41",,,761.97,130.98
"39.46","-105.66",-79,163.85,822.51,168.39
"39.46","-105.68",-90.6666666667,131,,
"39.46","-105.69",-93,,,
"39.46","-105.7",,383.59,812.65,161.3
"39.46","-105.98",,322.43,185.29,195.45
"39.46","-106.01",-96.3333333333,,,
"39.46","-106.02",,191.475,,
"39.46","-106.03",,,,
"39.46","-106.04",,401.65125,1791.43875,1074.37375
"39.46","-106.05",,185.8685,,
"39.46","-106.06",,366.7691304348,,
"39.46","-106.07",,,,
"39.46","-106.08",,,,
"39.46","-106.09",,780.62,275.98,294.79
"39.46","-106.13",-84.1666666667,,,
"39.46","-106.14",-100.5,156,,
"39.46","-106.15",,,265.575,345.39
"39.46","-106.17",,754.86,840.66,155.29
"39.46","-106.23",,780.07,521.61,839.37
"39.46","-107.1",-109,,0,0
"39.46","-107.16",-99,,0,0
"39.46","-107.25",,395.46,2828.79,1505.51
"39.46","-107.26",,,,
"39.46","-107.27",,194.635,3989.925,506.295
"39.46","-107.31",-101,1010.8,571.81,166.05
"39.46","-108.03",-88,217,130.77,431.82
"39.46","-108.04",-83,657.7466666667,,
"39.47","-104.51",-65,177,,
"39.47","-104.6",-94,127,,
"39.47","-104.7",,119.9,,
"39.47","-104.71",,165.725,,
"39.47","-104.73",,148.67,12523.3,2499.37
"39.47","-104.74",,256.62,203.48,60.5
"39.47","-104.75",,,2368.212,342.07
"39.47","-104.76",,149.05,,
"39.47","-104.77",,,,
"39.47","-104.78",-86,184.96,359.06,378.97
"39.47","-104.85",,,3806.6,284.65
"39.47","-104.86",,,3976.6075,1707.4775
"39.47","-104.87",,,,
"39.47","-104.88",,,,
"39.47","-104.89",,,,
"39.47","-104.9",,555.3292307692,,
"39.47","-104.91",,249.578,541.766,390.46
"39.47","-104.92",,,,
"39.47","-104.98",,,2223.996,1421.011
"39.47","-104.99",,,,
"39.47","-105.07",,129.525,,
"39.47","-105.08",-86.6,135,,
"39.47","-105.3",,752.88,49.53,131.23
"39.47","-105.37",,650.552,,
"39.47","-105.38",,,533.75,697.59
"39.47","-105.68",-113.3333333333,,,
"39.47","-106.01",,248.4441666667,,
"39.47","-106.03",-92.7142857143,,,
"39.47","-106.04",,,,
"39.47","-106.05",,,,
"39.47","-106.06",,,,
"39.47","-106.07",-83.8888888889,,,
"39.47","-106.08",,,,
"39.47","-106.13",-86.5555555556,380.1066666667,291.7766666667,52.0155555556
"39.47","-106.14",,,341.92,174.305
"39.47","-106.15",,,446.7365,220.153
"39.47","-106.16",-85.5,350.25,126.245,110.115
"39.47","-106.17",,,389.786875,211.711875
"39.47","-106.21",,784.36,900.68,397.93
"39.47","-107.13",-109,,0,0
"39.47","-107.26",-86.8666666667,,,
"39.47","-107.27",,,,
"39.47","-107.28",-77.8333333333,130.8733333333,,
"39.47","-107.97",-87.5,365.11,,
"39.47","-107.98",-101,337.91,194.5,8.84
"39.47","-107.99",-93,239,,
"39.47","-108.01",-83,307.61,,
"39.47","-108.02",-80.75,,,
"39.48","-104.6",-94,169,,
"39.48","-104.71",-88,174,,
"39.48","-104.72",-94,121,,
"39.48","-104.75",,,,
"39.48","-104.76",,200,,
"39.48","-104.77",,,,
"39.48","-104.78",-51,,,
"39.48","-104.85",,,1823.16,1116.29
"39.48","-104.86",,,,
"39.48","-104.87",,,,
"39.48","-104.88",,,,
"39.48","-104.89",-81.9868995633,204.2663755459,,
"39.48","-104.9",,,,
"39.48","-104.91",,,489.3325,176.03
"39.48","-104.92",,,406.53,688.03
"39.48","-104.99",,,,
"39.48","-105.07",,,531.1975,225.7375
"39.48","-105.08",,,,
"39.48","-105.09",,,372.295,120.89
"39.48","-105.35",-84,,,
"39.48","-105.36",,,,
"39.48","-105.37",,,952.81,387
"39.48","-105.96",,219.39,309.17,118.69
"39.48","-105.98",-99,479.26,95.51,1.98
"39.48","-106.01",-88,708.52,85.56,15.85
"39.48","-106.02",,,281.32,391.6627272727
"39.48","-106.03",,,,
"39.48","-106.04",,,,
"39.48","-106.05",,,,
"39.48","-106.06",,,,
"39.48","-106.07",,,,
"39.48","-106.08",,,,
"39.48","-106.09",-95.5,,,
"39.48","-106.13",,,,
"39.48","-106.14",,,367.156,234.744
"39.48","-106.15",,,876.537037037,497.9240740741
"39.48","-106.16",,,626.4833333333,435.4808333333
"39.48","-106.17",,,505.715,254.76
"39.48","-106.2",,0,443.27,422.11
"39.48","-107.28",,,,
"39.48","-107.29",,,,
"39.48","-107.95",-88.3333333333,335.1366666667,,
"39.48","-107.96",-82,995,,
"39.49","-104.52",-86,283.95,787.32,10.04
"39.49","-104.6",-94,156,818.38,343.74
"39.49","-104.68",,0,71.34,73.89
"39.49","-104.72",-102,96.155,2054.17,695.245
"39.49","-104.73",,85.06,2978.45,210.885
"39.49","-104.74",,,,
"39.49","-104.75",-74.6333333333,,,
"39.49","-104.76",,,,
"39.49","-104.77",,,,
"39.49","-104.78",-64,198.3,1074.28,302.16
"39.49","-104.79",-91,105.03,1138.38,386.48
"39.49","-104.8",,,1405.6966666667,399.5466666667
"39.49","-104.86",,,,
"39.49","-104.87",,,,
"39.49","-104.88",,,840.0733333333,732.1933333333
"39.49","-104.9",,,975.16,268.87
"39.49","-104.91",,,,
"39.49","-104.92",,,91.63,27.63
"39.49","-104.97",,,,
"39.49","-104.98",,115,4747.32,180.67
"39.49","-104.99",,,,
"39.49","-105",,,,
"39.49","-105.07",,,1992.47,395.3
"39.49","-105.09",,,2079.7225,579.4425
"39.49","-105.23",-120,,,
"39.49","-105.33",-90,125,8945.365,8872.445
"39.49","-105.34",,,,
"39.49","-105.35",,,1567.05,786.7075
"39.49","-106.03",,,1537.7175,88.085
"39.49","-106.04",,,,
"39.49","-106.05",,,2166.6205555556,1129.5933333333
"39.49","-106.06",,,,
"39.49","-106.07",,474.895,307.3975,364.67
"39.49","-106.1",-71,259,,
"39.49","-106.13",-86.3333333333,240.4522222222,,
"39.49","-106.14",,,403.2928571429,350.4295238095
"39.49","-106.15",,,780.76375,517.3425
"39.49","-106.16",,,719.5695652174,464.82
"39.49","-106.17",,,2160.5475,777.7216666667
"39.49","-106.18",,,177.6242857143,508.1314285714
"39.49","-107.1",-125,,0,0
"39.49","-107.29",-80.3333333333,56.6666666667,,
"39.49","-107.3",-83.2857142857,130.6228571429,,
"39.49","-107.91",-91,1097.82,776.96,701.46
"39.49","-107.92",-76,,93.68,15.75
"39.49","-107.94",-85,650.8033333333,596.51,233.9966666667
"39.5","-103.62",,,,
"39.5","-104.71",,,82.92,46.06
"39.5","-104.73",-77,147.66,118.74,484.51
"39.5","-104.75",-75,191.13,330.05,458.39
"39.5","-104.76",,,,
"39.5","-104.77",,,101.93,13.08
"39.5","-104.8",-77,177.8,3415.77,408.58
"39.5","-104.81",-73.5,,1392.67,276.38
"39.5","-104.84",,,1097.56,437.69
"39.5","-104.86",,,1268.77,696.5733333333
"39.5","-104.87",,,,
"39.5","-104.91",,,,
"39.5","-104.92",,,1154.2433333333,431.8966666667
"39.5","-104.94",,308.42,,
"39.5","-104.98",,,939.11,186.12
"39.5","-105",,,,
"39.5","-105.01",,,,
"39.5","-105.02",,,791.225,344.415
"39.5","-105.03",,,826.52,540.05
"39.5","-105.04",,234.21,791.98,102.5
"39.5","-105.05",,,535.72,235.4
"39.5","-105.06",,,385.715,78.305
"39.5","-105.07",,,468.15,218.36
"39.5","-105.09",,,518.42,413.62
"39.5","-105.26",-95,218,579.36,13.17
"39.5","-105.29",-82,127.5,,
"39.5","-105.3",-85.6666666667,152.4733333333,,
"39.5","-105.31",,,,
"39.5","-105.32",,,2724.286,1487.156
"39.5","-105.33",-89,,,
"39.5","-105.52",-120,,,
"39.5","-105.7",-120,,0,0
"39.5","-105.87",-113,76.94,3722.41,239.43
"39.5","-106.04",,,1137.6457894737,428.2194736842
"39.5","-106.05",,,,
"39.5","-106.06",,,,
"39.5","-106.13",-113,149,,
"39.5","-106.14",,,,
"39.5","-106.15",,,,
"39.5","-106.16",,,,
"39.5","-106.17",,,,
"39.5","-106.18",,,,
"39.5","-106.19",,,,
"39.5","-106.2",,,,
"39.5","-107.3",-87.8571428571,149.6180952381,,
"39.5","-107.31",-105,237.77,634.23,255.36
"39.5","-107.4",,,0,0
"39.5","-107.88",-88,133.97,329.82,52.87
"39.5","-107.89",-88,386.5,,
"39.5","-107.9",-93,2174,,
"39.5","-107.91",-95,427.49,867.17,226.725
"39.5","-107.92",-82,185.06,411.435,502.505
"39.5","-107.93",-77.5,622.45,,
"39.51","-103.97",-93,106,,
"39.51","-104.06",-106,256.5,514.74,97.46
"39.51","-104.72",,,,
"39.51","-104.73",-91,287,,
"39.51","-104.74",-82,,,
"39.51","-104.75",,,1148.77,306.88
"39.51","-104.76",,,,
"39.51","-104.77",,,,
"39.51","-104.78",,,,
"39.51","-104.8",,,1787.445,506.25125
"39.51","-104.81",-63,162.2,942.44,399.02
"39.51","-104.82",,,19.54,73.89
"39.51","-104.85",,,913.87,61.15
"39.51","-104.86",,,,
"39.51","-104.87",,,,
"39.51","-104.91",,97,,
"39.51","-104.92",,84.52,,
"39.51","-104.94",-78,,,
"39.51","-105.01",,,,
"39.51","-105.02",,,,
"39.51","-105.04",-116.5,69.5,,
"39.51","-105.05",,637.02,1307.05,601.83
"39.51","-105.06",-95,42.87,10907.63,9250.52
"39.51","-105.21",-80.75,,,
"39.51","-105.29",-101,234,,
"39.51","-105.3",,484.8425,,
"39.51","-105.31",,,1960.13,468.22
"39.51","-105.72",-120,,0,0
"39.51","-106.02",-96,229.27,405.71,30.74
"39.51","-106.03",,324.63,2412.2,1361.5
"39.51","-106.04",,,,
"39.51","-106.05",,,2678.1208108108,1426.2543243243
"39.51","-106.06",,,287.51,221.07
"39.51","-106.14",,,,
"39.51","-106.16",,,367.88,349.37
"39.51","-106.19",,,,
"39.51","-106.2",,,,
"39.51","-106.21",-89.75,,,
"39.51","-106.36",-120,,,
"39.51","-106.38",-105,302,,
"39.51","-107.3",,97.2922222222,,
"39.51","-107.31",,,,
"39.51","-107.32",-73.2,135.22,3322.71,2721.8
"39.51","-107.66",-77,146.59,386.3,34.81
"39.51","-107.85",-91.5,,46.435,28.85
"39.51","-107.86",-78.5,,,
"39.51","-107.87",-95,319,,
"39.52","-104.39",,,364.14,120.06
"39.52","-104.76",,,,
"39.52","-104.77",,,,
"39.52","-104.78",-81.5,384.495,220.98,210.91
"39.52","-104.79",-61,128,,
"39.52","-104.8",-94.5,219.235,963.235,452.245
"39.52","-104.81",-91,119,,
"39.52","-104.82",,,,
"39.52","-104.84",,,893.51,761.404
"39.52","-104.85",,,2072.9018181818,755.9572727273
"39.52","-104.86",,,,
"39.52","-104.87",,,,
"39.52","-104.9",,,71.19,320.25
"39.52","-104.91",,,,
"39.52","-104.92",,,,
"39.52","-104.93",,,,
"39.52","-104.94",,,,
"39.52","-104.95",,,,
"39.52","-104.96",,,,
"39.52","-104.97",,,462.96,116.71
"39.52","-104.98",,,,
"39.52","-104.99",,,,
"39.52","-105",,411.22,,
"39.52","-105.02",,,,
"39.52","-105.03",,,,
"39.52","-105.05",-93,47.78,6585.33,9437.06
"39.52","-105.08",,,2492.4366666667,1998.6666666667
"39.52","-105.09",,,257.25,349.795
"39.52","-105.28",-79,64,5988.68,1248.54
"39.52","-105.3",,,,
"39.52","-105.31",-97.4,110,,
"39.52","-106.01",-89,,,
"39.52","-106.02",-93,361.82,120.36,349.61
"39.52","-106.03",,,756.1733333333,277.5233333333
"39.52","-106.04",,,,
"39.52","-106.05",,,155.78,99.725
"39.52","-106.13",,157.625,,
"39.52","-106.14",,,,
"39.52","-106.2",,,1786.85,958.71
"39.52","-106.21",,,,
"39.52","-107.31",-74.2,100.766,,
"39.52","-107.32",,,,
"39.52","-107.74",-98,69.7,7594.26,3868.92
"39.52","-107.75",-78,74.84,,
"39.52","-107.76",,,,
"39.52","-107.77",,,271.635,267.1675
"39.52","-107.78",-84,692.1,,
"39.52","-107.79",-84,154.155,,
"39.52","-107.8",-77.3333333333,,575.81,226.76
"39.52","-107.81",-86.2,123.748,,
"39.52","-107.82",-96.5,511.67,1174.985,241.115
"39.52","-107.84",-87,1472.0866666667,32.8166666667,56.8166666667
"39.53","-103.99",-94,,,
"39.53","-104.75",-83.6666666667,,,
"39.53","-104.76",,252.8858823529,,
"39.53","-104.77",,,,
"39.53","-104.78",,,,
"39.53","-104.79",,,919.2818181818,297.8454545455
"39.53","-104.8",,157.7028571429,1650.3757142857,873.4071428571
"39.53","-104.81",,,,
"39.53","-104.82",-75,107.27,487.97,431.36
"39.53","-104.83",,,1706.84,356.51
"39.53","-104.84",,,,
"39.53","-104.85",,,,
"39.53","-104.86",,,,
"39.53","-104.87",,,,
"39.53","-104.88",,,,
"39.53","-104.89",,,,
"39.53","-104.9",,,403.0442857143,371.9271428571
"39.53","-104.91",,,,
"39.53","-104.92",,,,
"39.53","-104.93",,,,
"39.53","-104.94",,181.8033333333,1425.8833333333,1520.37
"39.53","-104.95",-76.3333333333,210.8333333333,,
"39.53","-104.98",,,,
"39.53","-105",,,,
"39.53","-105.01",,,,
"39.53","-105.02",,,336.9477777778,157.8033333333
"39.53","-105.03",,,,
"39.53","-105.04",-95,58.77,6335.31,3813.34
"39.53","-105.06",-95,146.73,295.01,758.25
"39.53","-105.08",-85.5,,,
"39.53","-105.09",,,,
"39.53","-105.13",-76,155,,
"39.53","-105.29",-71,,1875.56,474.56
"39.53","-105.3",,,,
"39.53","-105.31",,,,
"39.53","-105.32",-77,185,,
"39.53","-105.73",-120,,0,0
"39.53","-106",,309.42,643.05,99.1633333333
"39.53","-106.03",,,840.74,282.5333333333
"39.53","-106.04",,,,
"39.53","-106.06",-103,72.28,7941.76,8693.12
"39.53","-106.13",,,1214.82,448.725
"39.53","-106.14",,,,
"39.53","-106.21",,,,
"39.53","-106.39",-86,526.02,890.62,548.36
"39.53","-107.32",,174.9777570093,,
"39.53","-107.33",-86,69.97,8250.14,8419.53
"39.53","-107.68",-82.6666666667,,1975.9133333333,405.2366666667
"39.53","-107.69",,123.9533333333,1738.8566666667,1754.0566666667
"39.53","-107.7",-77,328.175,,
"39.53","-107.71",-94.5,161.12,4824.865,3677.445
"39.53","-107.72",-75,861.87,34.34,45.27
"39.53","-107.73",-72.5,101.035,11095.875,4635.36
"39.53","-107.77",-83,212.89,160.32,32.69
"39.53","-107.78",,491.0728571429,,
"39.54","-104",-93,504.92,787.9,598.14
"39.54","-104.34",,,1734.01,416.42
"39.54","-104.76",,469.48,,
"39.54","-104.77",,,,
"39.54","-104.78",,,,
"39.54","-104.79",,,,
"39.54","-104.8",,,,
"39.54","-104.84",,,1224.0233333333,128.4466666667
"39.54","-104.85",,,726.5175,332.9025
"39.54","-104.86",,,,
"39.54","-104.87",,,,
"39.54","-104.88",,,,
"39.54","-104.89",,,336.355,73.8825
"39.54","-104.91",,,,
"39.54","-104.92",,,,
"39.54","-104.93",,,,
"39.54","-104.94",,,,
"39.54","-104.95",,,,
"39.54","-104.96",,,882.662,337.415
"39.54","-104.97",,,561.2325,132.38
"39.54","-104.98",,,,
"39.54","-104.99",,,,
"39.54","-105",,,,
"39.54","-105.01",,,,
"39.54","-105.02",,,7497.392,3283.736
"39.54","-105.03",,,,
"39.54","-105.04",,,,
"39.54","-105.06",,74.1,8515.98,8906.85
"39.54","-105.08",,,420.845,209.0225
"39.54","-105.09",-98,167.42,498.38,225.26
"39.54","-105.1",-105,230.43,389.3233333333,85.0066666667
"39.54","-105.25",-65,263.28,843.95,261.83
"39.54","-105.26",-86.5,287.375,,
"39.54","-105.27",-74,,,
"39.54","-105.28",-84.2,187.572,,
"39.54","-105.29",,,,
"39.54","-105.31",-75,,1148.73,358.95
"39.54","-105.35",-55,131,4180.21,11.48
"39.54","-105.71",-120,,0,0
"39.54","-106.03",,,2035.23,843.345
"39.54","-106.04",,,,
"39.54","-106.06",-90,61.57,9023.48,6028.85
"39.54","-106.13",,,,
"39.54","-106.14",,,,
"39.54","-106.21",,,,
"39.54","-106.22",,115.2225,,
"39.54","-107.32",,,,
"39.54","-107.33",-83.5625,166.63875,,
"39.54","-107.61",-79.5,210.6,9621.595,3768.475
"39.54","-107.62",-88,121.58,570.01,250.74
"39.54","-107.63",,123.32,431.55,290.035
"39.54","-107.64",-72,119.33,,
"39.54","-107.65",-89.75,147.4575,,
"39.54","-107.66",-71,111.8,327.4,200.23
"39.54","-107.67",-78,,,
"39.54","-107.78",,212,1212.7216666667,480.76
"39.54","-107.79",,161.46,1380.66,742.96
"39.55","-103.63",,,13.12,194.33
"39.55","-103.96",-86,233,375.73,67.34
"39.55","-104.63",,313.74,114.3,419.04
"39.55","-104.67",,,8.34,12.635
"39.55","-104.71",,,10539.455,2121.925
"39.55","-104.74",,,74.585,11.23
"39.55","-104.76",,175.6,,
"39.55","-104.77",,,,
"39.55","-104.78",,,1800.414,288.522
"39.55","-104.79",,,,
"39.55","-104.8",,,1337.2728571429,363.7385714286
"39.55","-104.81",,,,
"39.55","-104.82",,,,
"39.55","-104.83",,,1606.0685714286,302.0514285714
"39.55","-104.84",,,,
"39.55","-104.85",,,,
"39.55","-104.86",,,,
"39.55","-104.87",,,,
"39.55","-104.88",,,,
"39.55","-104.89",,,,
"39.55","-104.9",,,1273.246,790.532
"39.55","-104.91",,,1131.876,581.351
"39.55","-104.92",,,,
"39.55","-104.93",,,753.3233333333,276.3133333333
"39.55","-104.94",,,,
"39.55","-104.95",,,3060.7825,1276.25875
"39.55","-104.96",,,44.41,64.6
"39.55","-104.97",,,596.5376923077,304.5576923077
"39.55","-104.98",,,,
"39.55","-104.99",,,,
"39.55","-105",,,,
"39.55","-105.01",,,,
"39.55","-105.02",,,,
"39.55","-105.03",,,,
"39.55","-105.04",,,758.1725,438.3475
"39.55","-105.05",,,,
"39.55","-105.06",,,1444.53,59.12
"39.55","-105.07",,,,
"39.55","-105.08",,,,
"39.55","-105.09",,,,
"39.55","-105.1",,,,
"39.55","-105.12",-107.2,841.314,1850.756,225.694
"39.55","-105.23",-109,58.83,4068.71,54.25
"39.55","-105.24",,,,
"39.55","-105.25",,,,
"39.55","-105.31",-91,241,,
"39.55","-105.93",-97.5,,,
"39.55","-106.04",,,,
"39.55","-106.05",,,872.3688235294,376.9476470588
"39.55","-106.12",,,239.01,37.89
"39.55","-106.13",,,,
"39.55","-106.22",,,,
"39.55","-106.23",-75,235.11,199.74,32.38
"39.55","-106.39",,118.52,991.52,550.12
"39.55","-107.24",,,,
"39.55","-107.31",-87.5714285714,154.0185714286,,
"39.55","-107.32",,,,
"39.55","-107.33",,,,
"39.55","-107.34",,317.2808108108,,
"39.55","-107.35",-88.75,206.8925,,
"39.55","-107.36",-91,161,,
"39.55","-107.39",-95.3333333333,257.37,,
"39.55","-107.4",-89.6666666667,785.6666666667,,
"39.55","-107.57",,,1117.05,397.778
"39.55","-107.58",-76,151.645,1426.9,775.085
"39.55","-107.59",-77.75,283.655,,
"39.55","-107.6",-98.5,171.48,1810.88,272.615
"39.55","-107.64",,320.136,447.726,398.384
"39.55","-107.77",,196.24,,
"39.55","-107.79",,289.82,545.49,673.89
"39.56","-102.24",-81,155,,
"39.56","-104.01",-94,184.88,1222.14,532.21
"39.56","-104.61",,,989.74,13.04
"39.56","-104.62",,,1539.03,22.35
"39.56","-104.67",-88,382,,
"39.56","-104.71",,319.0041666667,5686.4516666667,2449.3925
"39.56","-104.72",-71,209.86,1166.49,603.92
"39.56","-104.75",,,3984.01,216.8266666667
"39.56","-104.76",,,,
"39.56","-104.77",-57.3333333333,594.1333333333,1528.5533333333,210.6333333333
"39.56","-104.78",,,,
"39.56","-104.79",,,1526.48,146.66
"39.56","-104.8",,236.464,638.944,163.162
"39.56","-104.82",,,1778.41,337.39
"39.56","-104.83",,,,
"39.56","-104.85",,,,
"39.56","-104.86",,,,
"39.56","-104.87",,,,
"39.56","-104.88",,,,
"39.56","-104.89",,,,
"39.56","-104.9",,,,
"39.56","-104.91",,,,
"39.56","-104.92",,,,
"39.56","-104.93",,,,
"39.56","-104.94",,,,
"39.56","-104.95",,,,
"39.56","-104.96",,,,
"39.56","-104.97",,,,
"39.56","-104.98",,,,
"39.56","-104.99",,,,
"39.56","-105",,,,
"39.56","-105.01",,,,
"39.56","-105.02",,,,
"39.56","-105.03",,,,
"39.56","-105.04",,,,
"39.56","-105.05",,,,
"39.56","-105.06",,,,
"39.56","-105.07",,,,
"39.56","-105.08",,,,
"39.56","-105.09",,,,
"39.56","-105.1",,,,
"39.56","-105.11",,,,
"39.56","-105.12",,,,
"39.56","-105.13",,454.955,4308.1933333333,1317.9416666667
"39.56","-105.23",,,,
"39.56","-105.24",,,,
"39.56","-105.31",-99,,,
"39.56","-105.61",,,12.65,471.23
"39.56","-105.93",,,,
"39.56","-105.94",-105.6666666667,,,
"39.56","-105.95",-102.25,,,
"39.56","-106.02",,,131.24,83.68
"39.56","-106.05",,,,
"39.56","-106.07",,,,
"39.56","-106.08",,,520.3242948718,1017.4967307692
"39.56","-106.09",,291.86,890.2225,278.34
"39.56","-106.1",,,71.62,4.66
"39.56","-106.11",,197.04,,
"39.56","-106.12",,446.0325,,
"39.56","-106.13",,,,
"39.56","-106.23",,,,
"39.56","-106.24",,,,
"39.56","-106.4",-105,124,0,0
"39.56","-106.5",,575.59,594.6533333333,485.81
"39.56","-107.22",-103,,0,0
"39.56","-107.23",-92.3333333333,,,
"39.56","-107.25",,1101.5216666667,,
"39.56","-107.26",-96.1666666667,,,
"39.56","-107.27",,510.535,373.585,196.6475
"39.56","-107.28",,,,
"39.56","-107.29",-83.25,,,
"39.56","-107.3",-75.25,208,,
"39.56","-107.31",,,,
"39.56","-107.34",-73.9069767442,233.1652713178,,
"39.56","-107.35",,,,
"39.56","-107.36",,,,
"39.56","-107.37",-81.4285714286,347.5628571429,,
"39.56","-107.38",-78,252.8733333333,,
"39.56","-107.39",-57,1202.29,67.6,0
"39.56","-107.4",-83.4,,,
"39.56","-107.41",-82.3333333333,512.0066666667,,
"39.56","-107.42",-104,,,
"39.56","-107.48",-86,193.48,,
"39.56","-107.49",,,,
"39.56","-107.5",-79,216.7777777778,,
"39.56","-107.51",-76.7659574468,,,
"39.56","-107.52",-78.7058823529,269.3688235294,,
"39.56","-107.54",-78.6666666667,95.0666666667,,
"39.56","-107.55",-74.5,94.5,,
"39.56","-107.66",-85,141.2,497.38,352.49
"39.57","-104.18",,,280.85,189.55
"39.57","-104.65",,,841.95,358.88
"39.57","-104.67",-113,815.5333333333,,
"39.57","-104.68",,243.7969230769,,
"39.57","-104.71",,401.255,,
"39.57","-104.72",,,,
"39.57","-104.73",,,,
"39.57","-104.74",,,3748.096,2202.082
"39.57","-104.75",-62.6666666667,299.6666666667,863.73,101.5666666667
"39.57","-104.77",,199.93,3142.19,1020.57
"39.57","-104.78",-59,1042,3946.68,393.55
"39.57","-104.79",,,,
"39.57","-104.8",-92.8333333333,342.535,2357.91,2566.1733333333
"39.57","-104.81",-61,193.6,1213.89,389.84
"39.57","-104.82",,,3918.384,4027.43
"39.57","-104.83",,,,
"39.57","-104.84",,,,
"39.57","-104.85",,,,
"39.57","-104.86",,,,
"39.57","-104.87",,,,
"39.57","-104.88",,,,
"39.57","-104.89",,,896.5782352941,455.3129411765
"39.57","-104.9",,,,
"39.57","-104.91",,,731.47,174.106
"39.57","-104.92",,,3359.7222222222,2300.5622222222
"39.57","-104.93",,451.896,,
"39.57","-104.94",,,,
"39.57","-104.95",,,,
"39.57","-104.96",,,,
"39.57","-104.97",,,748.3034615385,336.6519230769
"39.57","-104.98",,,,
"39.57","-104.99",,,,
"39.57","-105",,,,
"39.57","-105.01",,,135.4533333333,173.53
"39.57","-105.02",,,,
"39.57","-105.03",-78.6,338.78,,
"39.57","-105.04",,,,
"39.57","-105.05",,,2442.0533333333,307.19
"39.57","-105.06",,135.6633333333,,
"39.57","-105.07",,,218.92,47.99
"39.57","-105.08",,,,
"39.57","-105.09",,,,
"39.57","-105.1",-104.25,,,
"39.57","-105.11",,,,
"39.57","-105.12",-101,165.45,6934,6300.41
"39.57","-105.13",,,,
"39.57","-105.14",,141.5542857143,,
"39.57","-105.16",-103.6896551724,,,
"39.57","-105.23",-84.4838709677,,,
"39.57","-105.24",-96,355,731.04,35.36
"39.57","-105.31",-120,,,
"39.57","-105.33",-75,,741.12,196.2
"39.57","-105.4",-96.9411764706,114.5294117647,,
"39.57","-105.72",-120,,0,0
"39.57","-105.94",,,,
"39.57","-106",,,144.08,39.51
"39.57","-106.03",,,351.695,137.64
"39.57","-106.04",,,540.6833333333,27.63
"39.57","-106.05",,227.0918518519,,
